nohup: ignoring input

0it [00:00, ?it/s]
1it [00:00,  3.76it/s]
2it [00:00,  3.32it/s]
3it [00:01,  1.30it/s]
4it [00:02,  1.75it/s]
5it [00:02,  2.17it/s]
6it [00:02,  2.55it/s]
7it [00:02,  2.85it/s]
8it [00:03,  3.11it/s]
9it [00:04,  1.58it/s]
10it [00:05,  1.52it/s]
11it [00:06,  1.28it/s]
12it [00:06,  1.60it/s]
13it [00:06,  1.94it/s]
14it [00:07,  2.27it/s]
15it [00:07,  2.59it/s]
16it [00:07,  2.87it/s]
17it [00:07,  3.10it/s]
18it [00:08,  3.29it/s]
19it [00:08,  3.41it/s]
20it [00:08,  2.71it/s]
21it [00:09,  2.94it/s]
22it [00:10,  1.85it/s]
23it [00:12,  1.11it/s]
24it [00:13,  1.06s/it]
25it [00:14,  1.12s/it]
26it [00:14,  1.16it/s]
27it [00:15,  1.46it/s]
28it [00:16,  1.30it/s]
29it [00:16,  1.59it/s]
30it [00:17,  1.39it/s]
31it [00:18,  1.39it/s]
32it [00:18,  1.72it/s]
33it [00:18,  1.71it/s]
34it [00:19,  1.69it/s]
35it [00:20,  1.28it/s]
36it [00:21,  1.60it/s]
37it [00:21,  1.92it/s]
38it [00:21,  1.89it/s]
39it [00:23,  1.25it/s]
40it [00:24,  1.06it/s]
41it [00:25,  1.07it/s]
42it [00:27,  1.15s/it]
43it [00:28,  1.08s/it]
44it [00:29,  1.17s/it]
45it [00:30,  1.19s/it]
46it [00:31,  1.20s/it]
47it [00:33,  1.21s/it]
48it [00:33,  1.08it/s]
49it [00:33,  1.36it/s]
50it [00:34,  1.67it/s]
51it [00:35,  1.37it/s]
52it [00:35,  1.46it/s]
53it [00:35,  1.78it/s]
54it [00:37,  1.23it/s]
55it [00:38,  1.16it/s]
56it [00:38,  1.25it/s]
57it [00:40,  1.09it/s]
58it [00:40,  1.38it/s]
59it [00:41,  1.12it/s]
60it [00:42,  1.01it/s]
61it [00:43,  1.22it/s]
62it [00:43,  1.54it/s]
63it [00:43,  1.86it/s]
64it [00:44,  2.21it/s]
65it [00:44,  1.99it/s]
66it [00:45,  2.00it/s]
67it [00:46,  1.43it/s]
68it [00:46,  1.76it/s]
69it [00:48,  1.08it/s]
70it [00:48,  1.24it/s]
71it [00:50,  1.13it/s]
72it [00:51,  1.02s/it]
73it [00:51,  1.26it/s]
74it [00:52,  1.05it/s]
75it [00:53,  1.19it/s]
76it [00:53,  1.50it/s]
77it [00:54,  1.83it/s]
78it [00:54,  2.17it/s]
79it [00:55,  1.56it/s]
80it [00:55,  1.65it/s]
81it [00:56,  1.95it/s]
82it [00:56,  1.82it/s]
83it [00:57,  2.12it/s]
84it [00:57,  1.83it/s]
85it [00:58,  1.60it/s]
86it [01:00,  1.03it/s]
87it [01:00,  1.28it/s]
88it [01:02,  1.08it/s]
89it [01:03,  1.04s/it]
90it [01:04,  1.12s/it]
91it [01:04,  1.16it/s]
92it [01:05,  1.35it/s]
93it [01:05,  1.67it/s]
94it [01:05,  2.00it/s]
95it [01:06,  1.49it/s]
96it [01:08,  1.16it/s]
97it [01:09,  1.01s/it]
98it [01:09,  1.27it/s]
99it [01:11,  1.11it/s]
100it [01:11,  1.41it/s]
101it [01:12,  1.24it/s]
102it [01:13,  1.28it/s]
103it [01:14,  1.08s/it]
104it [01:16,  1.15s/it]
105it [01:16,  1.03it/s]
106it [01:17,  1.12it/s]
107it [01:17,  1.41it/s]
108it [01:17,  1.74it/s]
109it [01:19,  1.17it/s]
110it [01:20,  1.02s/it]
111it [01:21,  1.26it/s]
112it [01:21,  1.57it/s]
113it [01:21,  1.89it/s]
114it [01:22,  1.32it/s]
115it [01:24,  1.10it/s]
116it [01:25,  1.01s/it]
117it [01:25,  1.27it/s]
118it [01:27,  1.07it/s]
119it [01:27,  1.36it/s]
120it [01:28,  1.36it/s]
121it [01:28,  1.34it/s]
122it [01:29,  1.22it/s]
123it [01:30,  1.23it/s]
124it [01:30,  1.54it/s]
125it [01:31,  1.55it/s]
126it [01:32,  1.19it/s]
127it [01:34,  1.05it/s]
128it [01:35,  1.06s/it]
129it [01:36,  1.03s/it]
130it [01:36,  1.25it/s]
131it [01:36,  1.56it/s]
132it [01:38,  1.19it/s]
133it [01:39,  1.03it/s]
134it [01:40,  1.06s/it]
135it [01:42,  1.18s/it]
136it [01:43,  1.12s/it]
137it [01:43,  1.16it/s]
138it [01:45,  1.09s/it]
139it [01:46,  1.16s/it]
140it [01:47,  1.27s/it]
141it [01:48,  1.03it/s]
142it [01:48,  1.30it/s]
143it [01:49,  1.04it/s]
144it [01:50,  1.34it/s]
145it [01:51,  1.10it/s]
146it [01:51,  1.25it/s]
147it [01:52,  1.39it/s]
148it [01:53,  1.10it/s]
149it [01:55,  1.07s/it]
150it [01:56,  1.14s/it]
151it [01:57,  1.14s/it]
152it [01:57,  1.14it/s]
153it [01:58,  1.41it/s]
154it [01:59,  1.13it/s]
155it [02:00,  1.06it/s]
156it [02:00,  1.35it/s]
157it [02:02,  1.13it/s]
158it [02:02,  1.40it/s]
159it [02:03,  1.20it/s]
160it [02:04,  1.02it/s]
161it [02:05,  1.25it/s]
162it [02:05,  1.38it/s]
163it [02:07,  1.13it/s]
164it [02:07,  1.43it/s]
165it [02:07,  1.77it/s]
166it [02:08,  1.52it/s]
167it [02:09,  1.15it/s]
168it [02:11,  1.01s/it]
169it [02:12,  1.11s/it]
170it [02:13,  1.17s/it]
171it [02:14,  1.12s/it]
172it [02:15,  1.12it/s]
173it [02:16,  1.08it/s]
174it [02:16,  1.37it/s]
175it [02:17,  1.07it/s]
176it [02:18,  1.36it/s]
177it [02:18,  1.49it/s]
178it [02:19,  1.18it/s]
179it [02:21,  1.07s/it]
180it [02:22,  1.13s/it]
181it [02:24,  1.18s/it]
182it [02:24,  1.04s/it]
183it [02:25,  1.23it/s]
184it [02:25,  1.54it/s]
185it [02:25,  1.54it/s]
186it [02:27,  1.15it/s]
187it [02:27,  1.45it/s]
188it [02:27,  1.78it/s]
189it [02:28,  2.12it/s]
190it [02:29,  1.54it/s]
191it [02:30,  1.25it/s]
192it [02:31,  1.05it/s]
193it [02:32,  1.04it/s]
194it [02:32,  1.33it/s]
195it [02:33,  1.65it/s]
196it [02:34,  1.41it/s]
197it [02:35,  1.15it/s]
198it [02:36,  1.04it/s]
199it [02:37,  1.09s/it]
200it [02:38,  1.09it/s]
201it [02:39,  1.15it/s]
202it [02:40,  1.00s/it]
203it [02:41,  1.08it/s]
204it [02:42,  1.04s/it]
205it [02:43,  1.11s/it]
206it [02:45,  1.17s/it]
207it [02:46,  1.21s/it]
208it [02:47,  1.25s/it]
209it [02:48,  1.07s/it]
210it [02:49,  1.10s/it]
211it [02:50,  1.16s/it]
212it [02:52,  1.25s/it]
213it [02:52,  1.05it/s]
214it [02:53,  1.03s/it]
215it [02:55,  1.11s/it]
216it [02:56,  1.29s/it]
217it [02:58,  1.30s/it]
218it [02:58,  1.01it/s]
219it [02:59,  1.09it/s]
220it [02:59,  1.17it/s]
221it [03:00,  1.47it/s]
222it [03:00,  1.81it/s]
223it [03:00,  1.90it/s]
224it [03:02,  1.30it/s]
225it [03:02,  1.43it/s]
226it [03:04,  1.14it/s]
227it [03:04,  1.44it/s]
228it [03:04,  1.50it/s]
229it [03:06,  1.04it/s]
230it [03:07,  1.02it/s]
231it [03:08,  1.09s/it]
232it [03:10,  1.15s/it]
233it [03:11,  1.04s/it]
234it [03:12,  1.23s/it]
235it [03:13,  1.07s/it]
236it [03:14,  1.05s/it]
237it [03:15,  1.08s/it]
238it [03:16,  1.16s/it]
239it [03:18,  1.23s/it]
240it [03:19,  1.09s/it]
241it [03:19,  1.19it/s]
242it [03:20,  1.03it/s]
243it [03:21,  1.09s/it]
244it [03:23,  1.08s/it]
245it [03:24,  1.11s/it]
246it [03:25,  1.19s/it]
247it [03:26,  1.11s/it]
248it [03:27,  1.12s/it]
249it [03:28,  1.18s/it]
250it [03:29,  1.02s/it]
251it [03:30,  1.10s/it]
252it [03:31,  1.18it/s]
253it [03:32,  1.09it/s]
254it [03:33,  1.03s/it]
255it [03:34,  1.03s/it]
256it [03:35,  1.10s/it]
257it [03:36,  1.18it/s]
258it [03:37,  1.01s/it]
259it [03:38,  1.04s/it]
260it [03:39,  1.12s/it]
261it [03:40,  1.04it/s]
262it [03:41,  1.07s/it]
263it [03:42,  1.21it/s]
264it [03:42,  1.52it/s]
265it [03:43,  1.18it/s]
266it [03:43,  1.49it/s]
267it [03:44,  1.50it/s]
268it [03:44,  1.83it/s]
269it [03:45,  1.59it/s]
270it [03:46,  1.56it/s]
271it [03:47,  1.25it/s]
272it [03:48,  1.11it/s]
273it [03:49,  1.04s/it]
274it [03:50,  1.06it/s]
275it [03:51,  1.04it/s]
276it [03:52,  1.19it/s]
277it [03:52,  1.49it/s]
278it [03:52,  1.75it/s]
279it [03:54,  1.28it/s]
280it [03:55,  1.16it/s]
281it [03:56,  1.06s/it]
282it [03:58,  1.27s/it]
283it [03:59,  1.18s/it]
284it [04:00,  1.22s/it]
285it [04:01,  1.07it/s]
286it [04:01,  1.36it/s]
287it [04:02,  1.11it/s]
288it [04:04,  1.16s/it]
289it [04:04,  1.11it/s]
290it [04:04,  1.41it/s]
291it [04:06,  1.18it/s]
292it [04:07,  1.02it/s]
293it [04:08,  1.08s/it]
294it [04:09,  1.06it/s]
295it [04:10,  1.02it/s]
296it [04:11,  1.08s/it]
297it [04:12,  1.03s/it]
298it [04:13,  1.11s/it]
299it [04:15,  1.17s/it]
300it [04:16,  1.22s/it]
301it [04:16,  1.07it/s]
302it [04:17,  1.36it/s]
303it [04:18,  1.23it/s]
304it [04:19,  1.05it/s]
305it [04:19,  1.33it/s]
306it [04:19,  1.65it/s]
307it [04:20,  1.99it/s]
308it [04:20,  2.08it/s]
309it [04:21,  1.67it/s]
310it [04:24,  1.19s/it]
311it [04:24,  1.08it/s]
312it [04:25,  1.03s/it]
313it [04:25,  1.25it/s]
314it [04:27,  1.05it/s]
315it [04:28,  1.03it/s]
316it [04:29,  1.07s/it]
317it [04:29,  1.21it/s]
318it [04:31,  1.07it/s]
319it [04:31,  1.14it/s]
320it [04:33,  1.01s/it]
321it [04:33,  1.15it/s]
322it [04:34,  1.07it/s]
323it [04:35,  1.07it/s]
324it [04:36,  1.04s/it]
325it [04:38,  1.12s/it]
326it [04:38,  1.15it/s]
327it [04:39,  1.00it/s]
328it [04:41,  1.10s/it]
329it [04:41,  1.12it/s]
330it [04:42,  1.04s/it]
331it [04:43,  1.24it/s]
332it [04:43,  1.35it/s]
333it [04:44,  1.36it/s]
334it [04:44,  1.52it/s]
335it [04:45,  1.38it/s]
336it [04:47,  1.10it/s]
337it [04:47,  1.38it/s]
338it [04:47,  1.71it/s]
339it [04:48,  1.65it/s]
340it [04:48,  1.85it/s]
341it [04:50,  1.31it/s]
342it [04:50,  1.62it/s]
343it [04:51,  1.23it/s]
